user_id,id3_1,id3_2,id3_3,id3_4,id3_5
308501,610,875,581,619,134
102506,610,875,581,619,134
636934,610,875,581,619,134
1129638,610,875,581,619,134
1022149,610,875,581,619,134
126141,610,875,581,619,134
992217,610,875,581,619,134
1067456,610,875,581,619,134
89252,610,875,581,619,134
996976,610,875,581,619,134
336092,610,875,581,619,134
84198,610,875,581,619,134
760959,610,875,581,619,134
603894,610,875,581,619,134
872889,610,875,581,619,134
587021,610,875,581,619,134
637793,610,875,581,619,134
269194,610,875,581,619,134
344712,610,875,581,619,134
271849,610,875,581,619,134
1052996,610,875,581,619,134
582833,610,875,581,619,134
276212,610,875,581,619,134
1163105,610,875,581,619,134
1113270,610,875,581,619,134
556235,610,875,581,619,134
774744,610,875,581,619,134
101402,610,875,581,619,134
545967,610,875,581,619,134
972838,610,875,581,619,134
569075,610,875,581,619,134
935358,610,875,581,619,134
431545,610,875,581,619,134
61069,610,875,581,619,134
204167,610,875,581,619,134
754033,610,875,581,619,134
443522,610,875,581,619,134
422543,610,875,581,619,134
992294,610,875,581,619,134
717037,610,875,581,619,134
714676,610,875,581,619,134
71944,610,875,581,619,134
100503,610,875,581,619,134
392152,610,875,581,619,134
370872,610,875,581,619,134
942887,610,875,581,619,134
1019357,610,875,581,619,134
211908,610,875,581,619,134
959682,610,875,581,619,134
998010,610,875,581,619,134
993879,610,875,581,619,134
1099945,610,875,581,619,134
530227,610,875,581,619,134
8123,610,875,581,619,134
684676,610,875,581,619,134
321499,610,875,581,619,134
627537,610,875,581,619,134
467330,610,875,581,619,134
845036,610,875,581,619,134
673061,610,875,581,619,134
337929,610,875,581,619,134
127083,610,875,581,619,134
152261,610,875,581,619,134
627500,610,875,581,619,134
958184,610,875,581,619,134
1027152,610,875,581,619,134
178241,610,875,581,619,134
349823,610,875,581,619,134
3495,610,875,581,619,134
873227,610,875,581,619,134
144460,610,875,581,619,134
1139322,610,875,581,619,134
270089,610,875,581,619,134
549877,610,875,581,619,134
991023,610,875,581,619,134
984657,610,875,581,619,134
771322,610,875,581,619,134
124435,610,875,581,619,134
628536,610,875,581,619,134
995018,610,875,581,619,134
1009458,610,875,581,619,134
924119,610,875,581,619,134
1093867,610,875,581,619,134
561901,610,875,581,619,134
647939,610,875,581,619,134
702682,610,875,581,619,134
761571,610,875,581,619,134
871047,610,875,581,619,134
1139853,610,875,581,619,134
1095075,610,875,581,619,134
893197,610,875,581,619,134
1139049,610,875,581,619,134
840794,610,875,581,619,134
364364,610,875,581,619,134
353706,610,875,581,619,134
497896,610,875,581,619,134
871489,610,875,581,619,134
842980,610,875,581,619,134
251319,610,875,581,619,134
1010881,610,875,581,619,134
449313,610,875,581,619,134
1113516,610,875,581,619,134
1039104,610,875,581,619,134
900111,610,875,581,619,134
1092339,610,875,581,619,134
938605,610,875,581,619,134
1023557,610,875,581,619,134
802388,610,875,581,619,134
776606,610,875,581,619,134
347975,610,875,581,619,134
569702,610,875,581,619,134
637203,610,875,581,619,134
270501,610,875,581,619,134
871148,610,875,581,619,134
859462,610,875,581,619,134
1029322,610,875,581,619,134
260831,610,875,581,619,134
1029354,610,875,581,619,134
702399,610,875,581,619,134
297902,610,875,581,619,134
455187,610,875,581,619,134
35676,610,875,581,619,134
501299,610,875,581,619,134
75678,610,875,581,619,134
418416,610,875,581,619,134
1099542,610,875,581,619,134
411121,610,875,581,619,134
1003530,610,875,581,619,134
1097261,610,875,581,619,134
344673,610,875,581,619,134
886402,610,875,581,619,134
264979,610,875,581,619,134
57127,610,875,581,619,134
71618,610,875,581,619,134
807999,610,875,581,619,134
437221,610,875,581,619,134
311338,610,875,581,619,134
735502,610,875,581,619,134
1089727,610,875,581,619,134
737453,610,875,581,619,134
1063568,610,875,581,619,134
729005,610,875,581,619,134
197047,610,875,581,619,134
677199,610,875,581,619,134
1088611,610,875,581,619,134
236540,610,875,581,619,134
1044369,610,875,581,619,134
414613,610,875,581,619,134
148288,610,875,581,619,134
489231,610,875,581,619,134
784901,610,875,581,619,134
764227,610,875,581,619,134
766677,610,875,581,619,134
1175109,610,875,581,619,134
768925,610,875,581,619,134
8456,610,875,581,619,134
167358,610,875,581,619,134
930700,610,875,581,619,134
782422,610,875,581,619,134
91402,610,875,581,619,134
893558,610,875,581,619,134
863973,610,875,581,619,134
570179,610,875,581,619,134
334351,610,875,581,619,134
633950,610,875,581,619,134
43314,610,875,581,619,134
1086011,610,875,581,619,134
463502,610,875,581,619,134
334927,610,875,581,619,134
196040,610,875,581,619,134
898913,610,875,581,619,134
808613,610,875,581,619,134
1177871,610,875,581,619,134
436512,610,875,581,619,134
382796,610,875,581,619,134
156251,610,875,581,619,134
13865,610,875,581,619,134
788472,610,875,581,619,134
716914,610,875,581,619,134
1005179,610,875,581,619,134
503423,610,875,581,619,134
936535,610,875,581,619,134
957861,610,875,581,619,134
150070,610,875,581,619,134
492235,610,875,581,619,134
267471,610,875,581,619,134
534468,610,875,581,619,134
665200,610,875,581,619,134
525386,610,875,581,619,134
1053670,610,875,581,619,134
966614,610,875,581,619,134
982123,610,875,581,619,134
1044639,610,875,581,619,134
1173619,610,875,581,619,134
200420,610,875,581,619,134
73596,610,875,581,619,134
386501,610,875,581,619,134
979430,610,875,581,619,134
450924,610,875,581,619,134
921111,610,875,581,619,134
206944,610,875,581,619,134
326825,610,875,581,619,134
496892,610,875,581,619,134
696828,610,875,581,619,134
916641,610,875,581,619,134
193985,610,875,581,619,134
362021,610,875,581,619,134
66959,610,875,581,619,134
1107593,610,875,581,619,134
166774,610,875,581,619,134
5876,610,875,581,619,134
959896,610,875,581,619,134
188632,610,875,581,619,134
531541,610,875,581,619,134
1162389,610,875,581,619,134
895946,610,875,581,619,134
950078,610,875,581,619,134
889571,610,875,581,619,134
573270,610,875,581,619,134
461314,610,875,581,619,134
715251,610,875,581,619,134
176318,610,875,581,619,134
50265,610,875,581,619,134
685104,610,875,581,619,134
676035,610,875,581,619,134
736111,610,875,581,619,134
859362,610,875,581,619,134
855312,610,875,581,619,134
223676,610,875,581,619,134
819353,610,875,581,619,134
982426,610,875,581,619,134
800218,610,875,581,619,134
1091191,610,875,581,619,134
1017737,610,875,581,619,134
310683,610,875,581,619,134
849110,610,875,581,619,134
1079182,610,875,581,619,134
714790,610,875,581,619,134
524543,610,875,581,619,134
794159,610,875,581,619,134
839143,610,875,581,619,134
710069,610,875,581,619,134
519309,610,875,581,619,134
377376,610,875,581,619,134
911883,610,875,581,619,134
957641,610,875,581,619,134
1019634,610,875,581,619,134
275467,610,875,581,619,134
303453,610,875,581,619,134
945355,610,875,581,619,134
679801,610,875,581,619,134
516867,610,875,581,619,134
913554,610,875,581,619,134
794319,610,875,581,619,134
1088601,610,875,581,619,134
338235,610,875,581,619,134
441991,610,875,581,619,134
150231,610,875,581,619,134
1123159,610,875,581,619,134
382810,610,875,581,619,134
353543,610,875,581,619,134
1107913,610,875,581,619,134
467946,610,875,581,619,134
158107,610,875,581,619,134
1157109,610,875,581,619,134
127274,610,875,581,619,134
972611,610,875,581,619,134
99068,610,875,581,619,134
649169,610,875,581,619,134
617386,610,875,581,619,134
951281,610,875,581,619,134
559583,610,875,581,619,134
1107461,610,875,581,619,134
127607,610,875,581,619,134
1111342,610,875,581,619,134
812463,610,875,581,619,134
239624,610,875,581,619,134
563381,610,875,581,619,134
577596,610,875,581,619,134
342593,610,875,581,619,134
656880,610,875,581,619,134
163006,610,875,581,619,134
557237,610,875,581,619,134
1159436,610,875,581,619,134
43059,610,875,581,619,134
236747,610,875,581,619,134
933245,610,875,581,619,134
262596,610,875,581,619,134
434083,610,875,581,619,134
1132821,610,875,581,619,134
1055530,610,875,581,619,134
49647,610,875,581,619,134
678838,610,875,581,619,134
380793,610,875,581,619,134
1120419,610,875,581,619,134
976190,610,875,581,619,134
1133119,610,875,581,619,134
889164,610,875,581,619,134
690896,610,875,581,619,134
712502,610,875,581,619,134
260188,610,875,581,619,134
730810,610,875,581,619,134
281302,610,875,581,619,134
1082889,610,875,581,619,134
361025,610,875,581,619,134
561950,610,875,581,619,134
129739,610,875,581,619,134
512525,610,875,581,619,134
832041,610,875,581,619,134
996292,610,875,581,619,134
1074480,610,875,581,619,134
940469,610,875,581,619,134
570601,610,875,581,619,134
913831,610,875,581,619,134
696383,610,875,581,619,134
860063,610,875,581,619,134
641062,610,875,581,619,134
388894,610,875,581,619,134
971143,610,875,581,619,134
1110293,610,875,581,619,134
1139354,610,875,581,619,134
895079,610,875,581,619,134
330450,610,875,581,619,134
185290,610,875,581,619,134
432198,610,875,581,619,134
566927,610,875,581,619,134
71268,610,875,581,619,134
982245,610,875,581,619,134
28507,610,875,581,619,134
666469,610,875,581,619,134
615317,610,875,581,619,134
956281,610,875,581,619,134
560921,610,875,581,619,134
867944,610,875,581,619,134
589971,610,875,581,619,134
725100,610,875,581,619,134
397614,610,875,581,619,134
502608,610,875,581,619,134
708653,610,875,581,619,134
303803,610,875,581,619,134
31482,610,875,581,619,134
814669,610,875,581,619,134
1153495,610,875,581,619,134
758700,610,875,581,619,134
130867,610,875,581,619,134
36248,610,875,581,619,134
481589,610,875,581,619,134
186566,610,875,581,619,134
411597,610,875,581,619,134
654206,610,875,581,619,134
29564,610,875,581,619,134
339847,610,875,581,619,134
360493,610,875,581,619,134
1092823,610,875,581,619,134
729932,610,875,581,619,134
286239,610,875,581,619,134
787209,610,875,581,619,134
822928,610,875,581,619,134
341551,610,875,581,619,134
432075,610,875,581,619,134
707695,610,875,581,619,134
734627,610,875,581,619,134
199529,610,875,581,619,134
958539,610,875,581,619,134
376965,610,875,581,619,134
615,610,875,581,619,134
6117,610,875,581,619,134
865038,610,875,581,619,134
759435,610,875,581,619,134
369615,610,875,581,619,134
905829,610,875,581,619,134
418481,610,875,581,619,134
1102482,610,875,581,619,134
366845,610,875,581,619,134
598577,610,875,581,619,134
583215,610,875,581,619,134
1581,610,875,581,619,134
118770,610,875,581,619,134
1093648,610,875,581,619,134
1145303,610,875,581,619,134
884782,610,875,581,619,134
9599,610,875,581,619,134
378871,610,875,581,619,134
862923,610,875,581,619,134
846407,610,875,581,619,134
377555,610,875,581,619,134
154791,610,875,581,619,134
1090182,610,875,581,619,134
573714,610,875,581,619,134
716561,610,875,581,619,134
629975,610,875,581,619,134
554380,610,875,581,619,134
504262,610,875,581,619,134
678260,610,875,581,619,134
507143,610,875,581,619,134
579649,610,875,581,619,134
674279,610,875,581,619,134
951204,610,875,581,619,134
440667,610,875,581,619,134
115699,610,875,581,619,134
665886,610,875,581,619,134
868100,610,875,581,619,134
1023094,610,875,581,619,134
1030853,610,875,581,619,134
169381,610,875,581,619,134
144935,610,875,581,619,134
1168370,610,875,581,619,134
20649,610,875,581,619,134
636473,610,875,581,619,134
945515,610,875,581,619,134
1122683,610,875,581,619,134
661830,610,875,581,619,134
405398,610,875,581,619,134
326397,610,875,581,619,134
578255,610,875,581,619,134
499067,610,875,581,619,134
1035648,610,875,581,619,134
961941,610,875,581,619,134
335364,610,875,581,619,134
1173079,610,875,581,619,134
204329,610,875,581,619,134
130636,610,875,581,619,134
355977,610,875,581,619,134
938839,610,875,581,619,134
739875,610,875,581,619,134
317337,610,875,581,619,134
631481,610,875,581,619,134
752070,610,875,581,619,134
218372,610,875,581,619,134
1127199,610,875,581,619,134
470325,610,875,581,619,134
729218,610,875,581,619,134
251659,610,875,581,619,134
524162,610,875,581,619,134
536909,610,875,581,619,134
704833,610,875,581,619,134
399781,610,875,581,619,134
1172355,610,875,581,619,134
778845,610,875,581,619,134
376553,610,875,581,619,134
1071483,610,875,581,619,134
1137187,610,875,581,619,134
416597,610,875,581,619,134
868568,610,875,581,619,134
63822,610,875,581,619,134
369624,610,875,581,619,134
111366,610,875,581,619,134
1158122,610,875,581,619,134
65918,610,875,581,619,134
113081,610,875,581,619,134
191374,610,875,581,619,134
53322,610,875,581,619,134
1176425,610,875,581,619,134
823174,610,875,581,619,134
365300,610,875,581,619,134
653380,610,875,581,619,134
265873,610,875,581,619,134
282526,610,875,581,619,134
609461,610,875,581,619,134
549636,610,875,581,619,134
263974,610,875,581,619,134
35952,610,875,581,619,134
484361,610,875,581,619,134
10855,610,875,581,619,134
352570,610,875,581,619,134
981294,610,875,581,619,134
1079280,610,875,581,619,134
1090038,610,875,581,619,134
415302,610,875,581,619,134
496490,610,875,581,619,134
504011,610,875,581,619,134
130958,610,875,581,619,134
965361,610,875,581,619,134
1037910,610,875,581,619,134
132005,610,875,581,619,134
453285,610,875,581,619,134
829803,610,875,581,619,134
911374,610,875,581,619,134
724166,610,875,581,619,134
999234,610,875,581,619,134
271459,610,875,581,619,134
12397,610,875,581,619,134
212558,610,875,581,619,134
60893,610,875,581,619,134
205415,610,875,581,619,134
185101,610,875,581,619,134
993847,610,875,581,619,134
1000170,610,875,581,619,134
401449,610,875,581,619,134
1165462,610,875,581,619,134
765767,610,875,581,619,134
260761,610,875,581,619,134
454778,610,875,581,619,134
645314,610,875,581,619,134
294434,610,875,581,619,134
58960,610,875,581,619,134
83168,610,875,581,619,134
110333,610,875,581,619,134
615021,610,875,581,619,134
868373,610,875,581,619,134
394021,610,875,581,619,134
124815,610,875,581,619,134
953560,610,875,581,619,134
897843,610,875,581,619,134
803153,610,875,581,619,134
776005,610,875,581,619,134
1158654,610,875,581,619,134
268528,610,875,581,619,134
1079287,610,875,581,619,134
405030,610,875,581,619,134
78615,610,875,581,619,134
428624,610,875,581,619,134
47025,610,875,581,619,134
570191,610,875,581,619,134
592582,610,875,581,619,134
867881,610,875,581,619,134
518130,610,875,581,619,134
784634,610,875,581,619,134
804376,610,875,581,619,134
406825,610,875,581,619,134
1165683,610,875,581,619,134
993168,610,875,581,619,134
695202,610,875,581,619,134
893184,610,875,581,619,134
410825,610,875,581,619,134
203220,610,875,581,619,134
1059949,610,875,581,619,134
1176355,610,875,581,619,134
1065011,610,875,581,619,134
164195,610,875,581,619,134
751016,610,875,581,619,134
926788,610,875,581,619,134
699498,610,875,581,619,134
51026,610,875,581,619,134
220149,610,875,581,619,134
205020,610,875,581,619,134
788176,610,875,581,619,134
639008,610,875,581,619,134
959146,610,875,581,619,134
717047,610,875,581,619,134
430203,610,875,581,619,134
1037423,610,875,581,619,134
631252,610,875,581,619,134
307908,610,875,581,619,134
114556,610,875,581,619,134
1179214,610,875,581,619,134
293525,610,875,581,619,134
1010690,610,875,581,619,134
411517,610,875,581,619,134
627025,610,875,581,619,134
346900,610,875,581,619,134
105983,610,875,581,619,134
1056946,610,875,581,619,134
976744,610,875,581,619,134
116939,610,875,581,619,134
571566,610,875,581,619,134
1112206,610,875,581,619,134
435374,610,875,581,619,134
179953,610,875,581,619,134
218153,610,875,581,619,134
1047022,610,875,581,619,134
508866,610,875,581,619,134
588243,610,875,581,619,134
361229,610,875,581,619,134
402254,610,875,581,619,134
1127004,610,875,581,619,134
1021619,610,875,581,619,134
977904,610,875,581,619,134
1003365,610,875,581,619,134
1143816,610,875,581,619,134
729248,610,875,581,619,134
986533,610,875,581,619,134
944036,610,875,581,619,134
829000,610,875,581,619,134
589576,610,875,581,619,134
1149053,610,875,581,619,134
535559,610,875,581,619,134
885217,610,875,581,619,134
918528,610,875,581,619,134
901591,610,875,581,619,134
5808,610,875,581,619,134
714767,610,875,581,619,134
683697,610,875,581,619,134
795630,610,875,581,619,134
865825,610,875,581,619,134
53152,610,875,581,619,134
408330,610,875,581,619,134
1004492,610,875,581,619,134
203947,610,875,581,619,134
399605,610,875,581,619,134
863500,610,875,581,619,134
591619,610,875,581,619,134
912524,610,875,581,619,134
1144675,610,875,581,619,134
227114,610,875,581,619,134
256971,610,875,581,619,134
861029,610,875,581,619,134
234920,610,875,581,619,134
739917,610,875,581,619,134
158366,610,875,581,619,134
318339,610,875,581,619,134
12939,610,875,581,619,134
29840,610,875,581,619,134
33676,610,875,581,619,134
938672,610,875,581,619,134
510679,610,875,581,619,134
315546,610,875,581,619,134
937126,610,875,581,619,134
875707,610,875,581,619,134
1119652,610,875,581,619,134
24820,610,875,581,619,134
964708,610,875,581,619,134
220371,610,875,581,619,134
1076399,610,875,581,619,134
936772,610,875,581,619,134
1067957,610,875,581,619,134
936834,610,875,581,619,134
507114,610,875,581,619,134
917693,610,875,581,619,134
564543,610,875,581,619,134
972061,610,875,581,619,134
989589,610,875,581,619,134
801522,610,875,581,619,134
54835,610,875,581,619,134
217261,610,875,581,619,134
933099,610,875,581,619,134
991210,610,875,581,619,134
113701,610,875,581,619,134
512145,610,875,581,619,134
714864,610,875,581,619,134
615188,610,875,581,619,134
787746,610,875,581,619,134
494473,610,875,581,619,134
653046,610,875,581,619,134
114356,610,875,581,619,134
421101,610,875,581,619,134
798750,610,875,581,619,134
517345,610,875,581,619,134
1087301,610,875,581,619,134
773812,610,875,581,619,134
635680,610,875,581,619,134
527218,610,875,581,619,134
127463,610,875,581,619,134
845615,610,875,581,619,134
141588,610,875,581,619,134
633473,610,875,581,619,134
255209,610,875,581,619,134
50138,610,875,581,619,134
109218,610,875,581,619,134
87038,610,875,581,619,134
685270,610,875,581,619,134
867768,610,875,581,619,134
125898,610,875,581,619,134
206645,610,875,581,619,134
153027,610,875,581,619,134
576303,610,875,581,619,134
40256,610,875,581,619,134
1041871,610,875,581,619,134
244553,610,875,581,619,134
242050,610,875,581,619,134
125427,610,875,581,619,134
795514,610,875,581,619,134
50040,610,875,581,619,134
18571,610,875,581,619,134
643630,610,875,581,619,134
95379,610,875,581,619,134
153232,610,875,581,619,134
276027,610,875,581,619,134
933,610,875,581,619,134
75215,610,875,581,619,134
170644,610,875,581,619,134
638351,610,875,581,619,134
427270,610,875,581,619,134
762862,610,875,581,619,134
1023407,610,875,581,619,134
1135559,610,875,581,619,134
629785,610,875,581,619,134
1153305,610,875,581,619,134
986625,610,875,581,619,134
69508,610,875,581,619,134
703645,610,875,581,619,134
47722,610,875,581,619,134
43982,610,875,581,619,134
636266,610,875,581,619,134
405214,610,875,581,619,134
51156,610,875,581,619,134
199456,610,875,581,619,134
38646,610,875,581,619,134
603758,610,875,581,619,134
230113,610,875,581,619,134
676367,610,875,581,619,134
384089,610,875,581,619,134
338298,610,875,581,619,134
480441,610,875,581,619,134
416320,610,875,581,619,134
1153184,610,875,581,619,134
376647,610,875,581,619,134
1085693,610,875,581,619,134
813126,610,875,581,619,134
532839,610,875,581,619,134
948478,610,875,581,619,134
331138,610,875,581,619,134
231475,610,875,581,619,134
505910,610,875,581,619,134
205455,610,875,581,619,134
982680,610,875,581,619,134
941645,610,875,581,619,134
620076,610,875,581,619,134
413347,610,875,581,619,134
183678,610,875,581,619,134
271421,610,875,581,619,134
107955,610,875,581,619,134
606806,610,875,581,619,134
1058914,610,875,581,619,134
592789,610,875,581,619,134
1151687,610,875,581,619,134
247155,610,875,581,619,134
927692,610,875,581,619,134
254829,610,875,581,619,134
960834,610,875,581,619,134
1164629,610,875,581,619,134
809965,610,875,581,619,134
574999,610,875,581,619,134
1012806,610,875,581,619,134
48980,610,875,581,619,134
815026,610,875,581,619,134
197977,610,875,581,619,134
70718,610,875,581,619,134
282234,610,875,581,619,134
727847,610,875,581,619,134
309853,610,875,581,619,134
491143,610,875,581,619,134
153847,610,875,581,619,134
762486,610,875,581,619,134
1170629,610,875,581,619,134
413549,610,875,581,619,134
367720,610,875,581,619,134
638971,610,875,581,619,134
399975,610,875,581,619,134
1126784,610,875,581,619,134
1164020,610,875,581,619,134
824854,610,875,581,619,134
745334,610,875,581,619,134
1123454,610,875,581,619,134
375905,610,875,581,619,134
20122,610,875,581,619,134
317276,610,875,581,619,134
950268,610,875,581,619,134
468600,610,875,581,619,134
1141987,610,875,581,619,134
1011849,610,875,581,619,134
649259,610,875,581,619,134
94269,610,875,581,619,134
132164,610,875,581,619,134
603730,610,875,581,619,134
762358,610,875,581,619,134
868784,610,875,581,619,134
1075077,610,875,581,619,134
110110,610,875,581,619,134
59942,610,875,581,619,134
582855,610,875,581,619,134
932533,610,875,581,619,134
1132745,610,875,581,619,134
968093,610,875,581,619,134
584341,610,875,581,619,134
989282,610,875,581,619,134
836545,610,875,581,619,134
831059,610,875,581,619,134
1114695,610,875,581,619,134
870159,610,875,581,619,134
52057,610,875,581,619,134
620293,610,875,581,619,134
544517,610,875,581,619,134
1078994,610,875,581,619,134
616831,610,875,581,619,134
1176441,610,875,581,619,134
445104,610,875,581,619,134
706060,610,875,581,619,134
627365,610,875,581,619,134
813287,610,875,581,619,134
952371,610,875,581,619,134
265353,610,875,581,619,134
251388,610,875,581,619,134
978121,610,875,581,619,134
504512,610,875,581,619,134
939621,610,875,581,619,134
828571,610,875,581,619,134
727121,610,875,581,619,134
964090,610,875,581,619,134
920807,610,875,581,619,134
207518,610,875,581,619,134
247693,610,875,581,619,134
64234,610,875,581,619,134
188641,610,875,581,619,134
1047196,610,875,581,619,134
59082,610,875,581,619,134
881344,610,875,581,619,134
393596,610,875,581,619,134
606406,610,875,581,619,134
1156836,610,875,581,619,134
412840,610,875,581,619,134
670627,610,875,581,619,134
30586,610,875,581,619,134
121794,610,875,581,619,134
692153,610,875,581,619,134
438505,610,875,581,619,134
1075302,610,875,581,619,134
882691,610,875,581,619,134
117529,610,875,581,619,134
890442,610,875,581,619,134
1033783,610,875,581,619,134
694867,610,875,581,619,134
89691,610,875,581,619,134
92965,610,875,581,619,134
1164384,610,875,581,619,134
667507,610,875,581,619,134
696110,610,875,581,619,134
586863,610,875,581,619,134
296896,610,875,581,619,134
79779,610,875,581,619,134
685575,610,875,581,619,134
1142032,610,875,581,619,134
1004269,610,875,581,619,134
420551,610,875,581,619,134
522840,610,875,581,619,134
968013,610,875,581,619,134
1084605,610,875,581,619,134
489698,610,875,581,619,134
142462,610,875,581,619,134
121560,610,875,581,619,134
88834,610,875,581,619,134
599061,610,875,581,619,134
975165,610,875,581,619,134
685881,610,875,581,619,134
49920,610,875,581,619,134
473813,610,875,581,619,134
526676,610,875,581,619,134
403377,610,875,581,619,134
239076,610,875,581,619,134
484657,610,875,581,619,134
126653,610,875,581,619,134
1022256,610,875,581,619,134
162467,610,875,581,619,134
469779,610,875,581,619,134
256658,610,875,581,619,134
131734,610,875,581,619,134
415025,610,875,581,619,134
693502,610,875,581,619,134
525381,610,875,581,619,134
365286,610,875,581,619,134
1145358,610,875,581,619,134
725292,610,875,581,619,134
326147,610,875,581,619,134
23647,610,875,581,619,134
831591,610,875,581,619,134
710126,610,875,581,619,134
586190,610,875,581,619,134
641675,610,875,581,619,134
526077,610,875,581,619,134
885545,610,875,581,619,134
1123050,610,875,581,619,134
797987,610,875,581,619,134
631604,610,875,581,619,134
632348,610,875,581,619,134
991640,610,875,581,619,134
5995,610,875,581,619,134
422449,610,875,581,619,134
1024790,610,875,581,619,134
652407,610,875,581,619,134
1110398,610,875,581,619,134
173718,610,875,581,619,134
1021897,610,875,581,619,134
635396,610,875,581,619,134
352375,610,875,581,619,134
710930,610,875,581,619,134
122449,610,875,581,619,134
134110,610,875,581,619,134
1161144,610,875,581,619,134
3458,610,875,581,619,134
77433,610,875,581,619,134
748104,610,875,581,619,134
460443,610,875,581,619,134
940057,610,875,581,619,134
457030,610,875,581,619,134
2697,610,875,581,619,134
18722,610,875,581,619,134
1159160,610,875,581,619,134
968324,610,875,581,619,134
190708,610,875,581,619,134
963650,610,875,581,619,134
1049577,610,875,581,619,134
767626,610,875,581,619,134
518406,610,875,581,619,134
1021327,610,875,581,619,134
1040522,610,875,581,619,134
996304,610,875,581,619,134
150263,610,875,581,619,134
207723,610,875,581,619,134
64208,610,875,581,619,134
70798,610,875,581,619,134
1121751,610,875,581,619,134
202959,610,875,581,619,134
145957,610,875,581,619,134
177914,610,875,581,619,134
1150331,610,875,581,619,134
512309,610,875,581,619,134
963441,610,875,581,619,134
51489,610,875,581,619,134
249659,610,875,581,619,134
293836,610,875,581,619,134
951329,610,875,581,619,134
162783,610,875,581,619,134
729028,610,875,581,619,134
710093,610,875,581,619,134
664010,610,875,581,619,134
159053,610,875,581,619,134
606843,610,875,581,619,134
988272,610,875,581,619,134
617411,610,875,581,619,134
1037767,610,875,581,619,134
348315,610,875,581,619,134
856936,610,875,581,619,134
973200,610,875,581,619,134
801614,610,875,581,619,134
927356,610,875,581,619,134
742497,610,875,581,619,134
844411,610,875,581,619,134
588187,610,875,581,619,134
812962,610,875,581,619,134
786700,610,875,581,619,134
538901,610,875,581,619,134
41144,610,875,581,619,134
1036869,610,875,581,619,134
1085003,610,875,581,619,134
1174269,610,875,581,619,134
133601,610,875,581,619,134
954719,610,875,581,619,134
323609,610,875,581,619,134
987145,610,875,581,619,134
721419,610,875,581,619,134
881010,610,875,581,619,134
246491,610,875,581,619,134
774285,610,875,581,619,134
851307,610,875,581,619,134
883192,610,875,581,619,134
80080,610,875,581,619,134
927680,610,875,581,619,134
858625,610,875,581,619,134
372683,610,875,581,619,134
261444,610,875,581,619,134
1112346,610,875,581,619,134
328705,610,875,581,619,134
1073928,610,875,581,619,134
674973,610,875,581,619,134
304815,610,875,581,619,134
806459,610,875,581,619,134
258975,610,875,581,619,134
557624,610,875,581,619,134
605658,610,875,581,619,134
1027277,610,875,581,619,134
21201,610,875,581,619,134
592717,610,875,581,619,134
106965,610,875,581,619,134
1010700,610,875,581,619,134
1010872,610,875,581,619,134
450995,610,875,581,619,134
909989,610,875,581,619,134
379004,610,875,581,619,134
178548,610,875,581,619,134
752438,610,875,581,619,134
188322,610,875,581,619,134
898698,610,875,581,619,134
928217,610,875,581,619,134
597943,610,875,581,619,134
784764,610,875,581,619,134
151426,610,875,581,619,134
682095,610,875,581,619,134
1052090,610,875,581,619,134
